Code,EQ,Species,Complexes,Complex2,Chemotype,Host,Year ,State,Municipality,Lat,Lon
F1340,4043,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Reserva do Iguaœ,-25.748339,-51.850628
F1341,4026,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.418214,-51.647736
F1342,4058,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.2768,-51.792178
F1343,4032,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.420339,-51.642594
F1348,4155,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Foz do Jord‹o,-25.705914,-52.113369
F1349,4071,F. avenaceum ,FTSC,FTSC,NA,Barley,2015,Parana,Pinh‹o,-25.783475,-51.823989
F1350,4153,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Foz do Jord‹o,-25.705828,-52.115789
F1351,4008,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.699558,-51.845889
F1352,4108,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,,,
F1353,3992,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Cand—i,-25.546881,-52.001886
F1354,4145,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Roncador,-24.556214,-52.376772
F1355,4015,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.696139,-51.847028
F1356,4001,FTSC11,FTSC,FTSC,NA,Barley,2015,Parana,Cand—i,-25.543178,-51.999781
F1357,4013,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.697811,-51.844672
F1358,4027,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.418272,-51.645794
F1359,4128,FTSC11,FTSC,FTSC,NA,Wheat,2015,Parana,Laranjeiras do Sul,-25.346,-52.359411
F1361,4100,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Foz do Jord‹o,-25.797636,-51.870994
F1362,4102,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Candido de Abreu,-24.450803,-51.451022
F1363,3974,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.567964,-51.715122
F1364,4084,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Teixeira Soares,-25.67474,-52.120483
F1365,3973,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.568036,-51.717567
F1369,3963,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.571694,-51.7125
F1370,4090,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.575858,-51.832122
F1371,4085,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Foz do Jord‹o,-25.677592,-52.117253
F1372,4047,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.745703,-51.8457
F1373,4002,F. avenaceum ,FTSC,FTSC,NA,Barley,2015,Parana,Cand—i,-25.541167,-52.009192
F1374,4012,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.697758,-51.846867
F1378,3965,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.571717,-51.70785
F1379,4044,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.748372,-51.847461
F1380,4069,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Pinh‹o,-25.785322,-51.822833
F1381,4109,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2015,Parana,,,
F1382,4138,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Roncador,-24.563261,-52.387372
F1383,4021,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.421692,-51.643367
F1384,4107,F. cortaderiae,FGSC,FGSC,NIV,Wheat,2015,Parana,,,
F1385,3993,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.546797,-51.999508
F1386,4142,F. poae,F. poae,F. poae,NA,Wheat,2015,Parana,Roncador,-24.558408,-52.384306
F1387,4149,FIESC ,FIESC,FIESC,NA,Wheat,2015,Parana,Roncador,-24.554344,-52.374286
F1391,3958,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Cand—i,-25.444386,-51.854536
F1392,3968,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.569978,-51.715053
F1393,3899,F. graminearum,FGSC,FGSC,15-ADON,Wheat,2015,Parana,Guarapuava,-25.37205,-51.583497
F1407,4101,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.451847,-51.8508
F1408,4095,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.205111,-51.633975
F1410,3997,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2015,Parana,Cand—i,-25.544939,-51.999861
F1411,3948,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.458956,-51.848672
F1412,3918,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.541089,-51.501119
F1414,4057,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.277728,-51.793825
F1418,3964,F. graminearum ,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.571697,-51.710097
F1420,4038,F. cortaderiae,FGSC,FGSC,NIV,Barley,2015,Parana,Pinh‹o,-25.753433,-51.847481
F1422,4049,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.281819,-51.797553
F866,3954,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.449125,-51.853039
F867,3930,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.204106,-51.631908
F873,3935,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Reserva do Iguaœ,-25.801919,-51.874061
F874,3934,F. austroamericanum,FGSC,FGSC,3-ADON,Barley,2015,Parana,Guarapuava,-25.201308,-51.630681
F875,3926,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.204339,-51.634656
F876,3923,F. meridionale,FGSC,FGSC,NIV,Barley,2015,Parana,Guarapuava,-25.539683,-51.500819
F877,3912,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Guarapuava,-25.542644,-51.502447
F941,3911,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.577411,-51.833108
F942,3908,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Cand—i,-25.582731,-51.831425
F943,3907,F. cortaderiae,FGSC,FGSC,3-ADON,Barley,2015,Parana,Cand—i,-25.584414,-51.831483
F944,3905,F. graminearum,FGSC,FGSC,15-ADON,Barley,2015,Parana,Foz do Jord‹o,-25.674764,-52.117861
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
